,performer,song_performer,song,track_duration_s,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,rank,last_week,peak_rank,weeks_on_board,key_signature,year,top_hit_pos
10789,Lou Christie,The Gypsy Cried | Lou Christie,The Gypsy Cried,130.199,0.488,0.716,C#,-5.327,major,0.0394,0.532,1.18e-05,0.0685,0.817,156.06,4.0,51,38.0,24,13,C# major,1963,0.0
10790,Hurricane Chris Featuring Big Poppa,The Hand Clap | Hurricane Chris Featuring Big Poppa,The Hand Clap,261.826,0.805,0.723,G,-6.808,major,0.224,0.00679,0.0,0.244,0.641,88.006,4.0,92,91.0,72,6,G major,2007,0.0
10791,Marty Robbins,The Hanging Tree | Marty Robbins,The Hanging Tree,170.4,0.625,0.425,A,-11.805,major,0.0424,0.623,0.0,0.346,0.778,91.079,4.0,100,59.0,38,13,A major,1959,0.0
10792,Herb Alpert & The Tijuana Brass,The Happening | Herb Alpert & The Tijuana Brass,The Happening,147.04,0.667,0.447,C#,-11.735,major,0.052,0.594,0.311,0.108,0.745,172.075,4.0,32,33.0,32,5,C# major,1967,0.0
10793,Donna Fargo,The Happiest Girl In The Whole U.S.A. | Donna Fargo,The Happiest Girl In The Whole U.S.A.,154.84,0.562,0.402,F,-11.014,major,0.0348,0.177,0.00157,0.246,0.558,188.952,3.0,34,21.0,11,16,F major,1972,0.0
10794,Ivo Robic,The Happy Muleteer | Ivo Robic,The Happy Muleteer,136.6,0.516,0.615,A,-10.022,major,0.0455,0.426,0.00136,0.298,0.634,130.25,4.0,82,58.0,58,6,A major,1960,0.0
10795,"Dave ""Baby"" Cortez","The Happy Organ | Dave ""Baby"" Cortez",The Happy Organ,125.2,0.636,0.888,C#,-6.811,major,0.0314,0.544,0.141,0.0763,0.97,91.19,4.0,70,38.0,1,17,C# major,1959,1.0
10796,2Gether,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff) | 2Gether,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),197.626,0.83,0.948,A,-3.973,minor,0.0455,0.106,2.29e-06,0.105,0.931,111.993,4.0,92,87.0,87,3,A minor,2000,0.0
10797,David Bowie,The Hearts Filthy Lesson | David Bowie,The Hearts Filthy Lesson,297.56,0.565,0.798,B,-8.295,minor,0.087,0.00146,0.0201,0.33,0.433,88.954,4.0,98,92.0,92,2,B minor,1995,0.0
10798,Patti Austin,The Heat Of Heat | Patti Austin,The Heat Of Heat,289.226,0.762,0.424,D,-12.499,major,0.0288,0.0668,0.0,0.054,0.731,113.567,4.0,87,74.0,55,9,D major,1986,0.0
10799,Hagood Hardy,The Homecoming | Hagood Hardy,The Homecoming,300.133,0.253,0.0501,C,-24.118,major,0.0356,0.973,0.854,0.159,0.135,99.094,4.0,48,48.0,41,13,C major,1976,0.0
10800,Hank Ballard And The Midnighters,The Hoochi Coochi Coo | Hank Ballard And The Midnighters,The Hoochi Coochi Coo,163.68,0.737,0.464,D,-11.176,major,0.0383,0.172,0.000434,0.0981,0.878,150.002,4.0,62,34.0,23,11,D major,1961,0.0
10801,Cliff Nobles & Co.,The Horse | Cliff Nobles & Co.,The Horse,146.066,0.647,0.571,G,-6.003,minor,0.0278,0.0501,0.887,0.0896,0.922,135.785,4.0,33,21.0,2,14,G minor,1968,0.0
10802,Dolly Parton,The House Of The Rising Sun | Dolly Parton,The House Of The Rising Sun,240.306,0.793,0.559,F#,-8.707,minor,0.0434,0.181,0.00262,0.109,0.55,125.193,4.0,95,77.0,77,4,F# minor,1981,0.0
10803,Miranda Lambert,The House That Built Me | Miranda Lambert,The House That Built Me,236.626,0.515,0.3,F,-8.005,major,0.0289,0.575,8.46e-06,0.115,0.206,81.12,4.0,72,66.0,28,20,F major,2010,0.0
10804,Aretha Franklin,The House That Jack Built | Aretha Franklin,The House That Jack Built,139.92,0.516,0.892,C#,-4.168,major,0.0969,0.281,0.0,0.283,0.961,184.194,4.0,30,15.0,6,9,C# major,1968,0.0
10805,Georgia Gibbs,The Hula Hoop Song | Georgia Gibbs,The Hula Hoop Song,135.367,0.651,0.53,D,-10.461,major,0.0581,0.778,0.0,0.677,0.849,81.255,4.0,68,52.0,32,5,D major,1958,0.0
10806,Digital Underground,The Humpty Dance | Digital Underground,The Humpty Dance,391.693,0.813,0.693,A#,-8.0,minor,0.266,0.0341,0.0,0.121,0.618,103.508,4.0,88,85.0,11,23,A# minor,1990,0.0
10807,Bobby Peterson Quintet,The Hunch | Bobby Peterson Quintet,The Hunch,160.04,0.484,0.729,A#,-9.939,major,0.0591,0.448,0.9,0.0767,0.904,143.091,4.0,90,78.0,71,7,A# major,1959,0.0
10808,Wayne Newton,The Hungry Years | Wayne Newton,The Hungry Years,229.493,0.431,0.443,A#,-12.655,major,0.0357,0.713,0.0,0.213,0.425,137.16,4.0,82,85.0,82,4,A# major,1976,0.0
10809,GTR,The Hunter | GTR,The Hunter,298.769,0.514,0.483,E,-10.198,major,0.0281,0.0492,3.52e-06,0.0624,0.28,146.315,4.0,100,87.0,85,6,E major,1986,0.0
10810,Vitamin C,The Itch | Vitamin C,The Itch,208.733,0.694,0.947,B,-3.91,minor,0.0546,0.00621,0.0395,0.133,0.518,105.019,4.0,100,95.0,45,9,B minor,2001,0.0
10811,Debbie Harry,The Jam Was Moving | Debbie Harry,The Jam Was Moving,178.533,0.813,0.683,A,-11.183,major,0.0451,0.209,0.0835,0.0627,0.933,123.715,4.0,95,82.0,82,3,A major,1981,0.0
10812,Billy Strange,The James Bond Theme | Billy Strange,The James Bond Theme,159.226,0.514,0.25,F,-16.405,minor,0.0519,0.945,0.919,0.112,0.567,99.083,3.0,66,58.0,58,10,F minor,1964,0.0
10813,Graham Central Station,The Jam | Graham Central Station,The Jam,492.013,0.701,0.83,B,-10.517,minor,0.0667,0.125,0.329,0.114,0.648,107.772,4.0,63,63.0,63,6,B minor,1976,0.0
10814,David Bowie,The Jean Genie | David Bowie,The Jean Genie,248.013,0.58,0.571,A,-9.116,major,0.0321,0.378,5.13e-06,0.358,0.818,128.15,4.0,71,74.0,71,5,A major,1972,0.0
10815,The Larks,The Jerk | The Larks,The Jerk,152.693,0.766,0.478,F,-10.904,major,0.0312,0.781,4.26e-05,0.112,0.893,129.98,4.0,33,16.0,7,13,F major,1965,0.0
10816,Snail,The Joker | Snail,The Joker,314.32,0.59,0.738,D,-8.535,major,0.0346,0.115,0.0475,0.0917,0.879,88.727,4.0,93,93.0,93,2,D major,1978,0.0
10817,The Kingsmen,The Jolly Green Giant | The Kingsmen,The Jolly Green Giant,117.626,0.732,0.714,F,-9.159,major,0.0582,0.133,0.0,0.0901,0.741,132.391,4.0,28,13.0,4,12,F major,1965,0.0
10818,Lil' Kim Featuring Mr. Cheeks,The Jump Off | Lil' Kim Featuring Mr. Cheeks,The Jump Off,234.093,0.837,0.736,A#,-8.367,minor,0.378,0.225,0.0,0.0549,0.905,104.907,4.0,82,70.0,17,20,A# minor,2003,0.0
10819,Las Ketchup,The Ketchup Song (Hey Hah) | Las Ketchup,The Ketchup Song (Hey Hah),207.4,0.72,0.844,D#,-8.175,minor,0.0412,0.00724,0.00017,0.224,0.864,92.489,4.0,95,89.0,54,9,D# minor,2002,0.0
10820,Loverboy,The Kid Is Hot Tonite | Loverboy,The Kid Is Hot Tonite,268.96,0.567,0.697,B,-12.855,minor,0.0405,0.0286,7.05e-05,0.106,0.696,142.559,4.0,95,75.0,55,7,B minor,1981,0.0
10821,Matthew Wilder,The Kid's American | Matthew Wilder,The Kid's American,276.24,0.815,0.718,A,-11.287,minor,0.0482,0.0988,8.65e-05,0.031,0.883,108.719,4.0,100,92.0,33,13,A minor,1984,0.0
10822,The Raindrops,The Kind Of Boy You Can't Forget | The Raindrops,The Kind Of Boy You Can't Forget,128.96,0.552,0.674,G,-10.34,major,0.0644,0.7,0.0,0.29,0.51,100.758,4.0,54,38.0,17,11,G major,1963,0.0
10823,Ronnie McDowell,The King Is Gone | Ronnie McDowell,The King Is Gone,203.04,0.555,0.477,D,-10.234,major,0.0279,0.532,0.000645,0.0814,0.47,75.094,4.0,70,49.0,13,12,D major,1977,0.0
10824,The Vogues,The Land Of Milk And Honey | The Vogues,The Land Of Milk And Honey,162.168,0.43,0.834,D,-8.75,major,0.0357,0.514,0.0,0.171,0.828,145.924,4.0,43,29.0,29,8,D major,1966,0.0
10825,Dan Fogelberg,The Language Of Love | Dan Fogelberg,The Language Of Love,224.706,0.644,0.651,D,-6.319,major,0.0294,0.0963,0.000638,0.353,0.906,122.454,4.0,98,82.0,13,14,D major,1984,0.0
10826,Roger Whittaker,The Last Farewell | Roger Whittaker,The Last Farewell,238.16,0.359,0.366,D#,-10.959,major,0.0308,0.302,2.26e-06,0.344,0.52,82.293,4.0,82,36.0,19,15,D# major,1975,0.0
10827,The Cascades,The Last Leaf | The Cascades,The Last Leaf,141.32,0.57,0.408,E,-10.333,major,0.0287,0.743,0.0,0.2,0.38,125.057,4.0,86,60.0,60,5,E major,1963,0.0
10828,Eddy Arnold,The Last Word In Lonesome Is Me | Eddy Arnold,The Last Word In Lonesome Is Me,132.666,0.334,0.219,A,-14.843,major,0.0272,0.93,2.98e-05,0.312,0.321,87.497,3.0,47,40.0,40,7,A major,1966,0.0
10829,Bruno Mars,The Lazy Song | Bruno Mars,The Lazy Song,190.213,0.738,0.804,B,-3.851,major,0.0621,0.332,0.0,0.279,0.949,174.943,4.0,50,42.0,4,27,B major,2011,0.0
10830,The Charlie Daniels Band,The Legend Of Wooley Swamp | The Charlie Daniels Band,The Legend Of Wooley Swamp,254.44,0.475,0.535,G,-11.719,major,0.0604,0.205,4.45e-06,0.306,0.47,99.593,4.0,91,79.0,31,14,G major,1980,0.0
10831,Sonny & Cher,The Letter | Sonny & Cher,The Letter,131.933,0.458,0.573,A#,-7.734,major,0.0259,0.472,1.98e-05,0.35,0.54,98.72,3.0,75,79.0,75,5,A# major,1965,0.0
10832,The Arbors,The Letter | The Arbors,The Letter,211.133,0.407,0.585,D#,-5.778,minor,0.0268,0.635,0.058,0.075,0.432,91.633,4.0,49,40.0,20,10,D# minor,1969,0.0
10833,The Box Tops,The Letter | The Box Tops,The Letter,112.8,0.638,0.428,A,-12.156,minor,0.0687,0.252,0.0,0.132,0.901,139.434,4.0,46,37.0,1,16,A minor,1967,1.0
10834,The Tokens,The Lion Sleeps Tonight (Wimoweh) | The Tokens,The Lion Sleeps Tonight (Wimoweh),162.093,0.321,0.474,F,-9.383,major,0.0348,0.743,0.0,0.204,0.804,121.199,4.0,97,91.0,51,13,F major,1994,0.0
10835,Robert John,The Lion Sleeps Tonight | Robert John,The Lion Sleeps Tonight,153.706,0.604,0.377,F,-12.179,major,0.0358,0.651,2.37e-06,0.103,0.9,128.523,4.0,24,12.0,3,17,F major,1972,0.0
10836,The Tokens,The Lion Sleeps Tonight | The Tokens,The Lion Sleeps Tonight,162.093,0.321,0.474,F,-9.383,major,0.0348,0.743,0.0,0.204,0.804,121.199,4.0,39,16.0,1,15,F major,1962,1.0
10837,The Nightcrawlers,The Little Black Egg | The Nightcrawlers,The Little Black Egg,208.613,0.513,0.8,A,-9.556,major,0.0302,0.00751,0.00272,0.166,0.96,120.976,4.0,85,85.0,85,4,A major,1967,0.0
10838,Tony Bennett,The Little Boy | Tony Bennett,The Little Boy,144.4,0.231,0.315,F,-10.56,major,0.0369,0.783,0.000652,0.487,0.111,82.815,4.0,66,66.0,52,9,F major,1964,0.0
10839,Johnny Cash,The Little Drummer Boy | Johnny Cash,The Little Drummer Boy,152.266,0.686,0.497,C,-10.422,minor,0.0579,0.967,0.000416,0.105,0.559,118.871,4.0,85,63.0,63,3,C minor,1960,0.0
10840,John Michael Montgomery,The Little Girl | John Michael Montgomery,The Little Girl,232.64,0.658,0.434,C#,-8.527,major,0.025,0.354,1.75e-05,0.112,0.218,83.921,4.0,74,74.0,35,20,C# major,2001,0.0
10841,Jesse Lee Turner,The Little Space Girl | Jesse Lee Turner,The Little Space Girl,152.052,0.539,0.565,E,-6.593,major,0.054,0.949,0.0,0.0993,0.949,175.38,4.0,75,64.0,20,12,E major,1959,0.0
10842,Mike + The Mechanics,The Living Years | Mike + The Mechanics,The Living Years,324.266,0.522,0.457,G#,-10.415,major,0.0311,0.649,0.0,0.0903,0.277,97.866,4.0,100,69.0,1,20,G# major,1989,1.0
10843,Kylie Minogue,The Loco-Motion | Kylie Minogue,The Loco-Motion,193.0,0.667,0.904,D#,-9.643,major,0.0322,0.284,0.707,0.229,0.952,131.75,4.0,100,89.0,3,27,D# major,1989,0.0
10844,Little Eva,The Loco-Motion | Little Eva,The Loco-Motion,139.12,0.629,0.782,D#,-9.595,major,0.0574,0.709,0.0215,0.304,0.736,128.973,4.0,43,27.0,1,16,D# major,1962,1.0
10845,"Young Thug, J. Cole & Travis Scott","The London | Young Thug, J. Cole & Travis Scott",The London,200.106,0.796,0.586,E,-6.946,minor,0.147,0.0247,0.0,0.132,0.179,97.981,4.0,57,50.0,12,20,E minor,2019,0.0
10846,Oscar Brown Jr.,The Lone Ranger | Oscar Brown Jr.,The Lone Ranger,246.48,0.753,0.355,G#,-10.209,major,0.321,0.111,2.34e-05,0.15,0.643,81.573,4.0,69,69.0,69,6,G# major,1974,0.0
10847,Jerry Landis,The Lone Teen Ranger | Jerry Landis,The Lone Teen Ranger,139.44,0.402,0.789,A,-6.148,major,0.124,0.891,0.0,0.294,0.949,172.346,4.0,97,97.0,97,3,A major,1963,0.0
10848,Dale & Grace,The Loneliest Night | Dale & Grace,The Loneliest Night,141.08,0.35,0.321,A#,-8.782,major,0.03,0.748,0.0,0.0964,0.516,76.464,4.0,68,65.0,65,5,A# major,1964,0.0
10849,Jack Nitzsche,The Lonely Surfer | Jack Nitzsche,The Lonely Surfer,155.6,0.301,0.634,F,-10.432,major,0.0397,0.33,0.552,0.167,0.403,106.06,4.0,54,42.0,39,8,F major,1963,0.0
10850,Brooks & Dunn,The Long Goodbye | Brooks & Dunn,The Long Goodbye,229.986,0.498,0.619,G#,-5.939,major,0.0297,0.263,1.42e-05,0.108,0.569,145.384,4.0,80,75.0,39,20,G# major,2002,0.0
10851,Eagles,The Long Run | Eagles,The Long Run,221.234,0.803,0.521,C,-7.775,major,0.0276,0.139,0.00899,0.081,0.969,99.46,4.0,99,84.0,8,15,C major,1980,0.0
10852,Brett Eldredge,The Long Way | Brett Eldredge,The Long Way,208.72,0.488,0.637,A#,-7.63,major,0.0401,0.265,0.0,0.106,0.23,88.865,4.0,85,65.0,65,12,A# major,2018,0.0
10853,Billy Joel,The Longest Time | Billy Joel,The Longest Time,217.906,0.637,0.333,D#,-9.603,major,0.0262,0.181,0.0,0.147,0.588,84.347,4.0,98,92.0,14,18,D# major,1984,0.0
10854,Roxette,The Look | Roxette,The Look,237.32,0.634,0.838,D,-5.363,major,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,4.0,93,66.0,1,19,D major,1989,1.0
10855,Johnny Lytle,The Loop | Johnny Lytle,The Loop,138.493,0.784,0.508,C,-9.541,minor,0.039,0.641,0.508,0.084,0.488,121.314,4.0,80,80.0,80,5,C minor,1966,0.0
10856,Cal Smith,The Lord Knows I'm Drinking | Cal Smith,The Lord Knows I'm Drinking,211.612,0.673,0.498,A,-9.491,major,0.0252,0.123,0.0461,0.0543,0.869,88.912,1.0,64,69.0,64,8,A major,1973,0.0
10857,Sister Janet Mead,The Lord's Prayer | Sister Janet Mead,The Lord's Prayer,186.0,0.64,0.395,E,-11.628,minor,0.032,0.65,0.0408,0.248,0.633,124.164,4.0,35,33.0,4,13,E minor,1974,0.0
10858,Eddie Money,The Love In Your Eyes | Eddie Money,The Love In Your Eyes,246.626,0.627,0.712,C,-12.371,major,0.0406,0.156,1.48e-06,0.424,0.718,97.921,4.0,97,87.0,24,18,C major,1989,0.0
10859,Theola Kilgore,The Love Of My Man | Theola Kilgore,The Love Of My Man,197.239,0.257,0.474,G,-7.942,major,0.0273,0.353,4.67e-05,0.21,0.437,149.094,3.0,59,40.0,21,12,G major,1963,0.0
10860,The Dream Academy,The Love Parade | The Dream Academy,The Love Parade,227.333,0.687,0.497,A,-16.393,minor,0.034,0.16,1.21e-05,0.0421,0.719,133.713,4.0,70,46.0,36,11,A minor,1986,0.0
10861,Jeff Bates,The Love Song | Jeff Bates,The Love Song,245.2,0.519,0.458,G#,-6.433,major,0.0296,0.317,0.0,0.106,0.362,130.02,4.0,91,90.0,59,12,G# major,2003,0.0
10862,The Dells,The Love We Had (Stays On My Mind) | The Dells,The Love We Had (Stays On My Mind),297.999,0.267,0.375,G,-13.019,major,0.0421,0.878,0.826,0.121,0.126,137.191,4.0,46,39.0,30,12,G major,1971,0.0
10863,Joe Tex,The Love You Save (May Be Your Own) | Joe Tex,The Love You Save (May Be Your Own),174.779,0.502,0.3,A#,-13.698,major,0.0372,0.771,0.0,0.133,0.453,94.582,3.0,63,56.0,56,8,A# major,1966,0.0
10864,Faith Hill,The Lucky One | Faith Hill,The Lucky One,216.426,0.677,0.864,F,-4.062,major,0.0319,0.0551,0.0,0.351,0.69,119.981,4.0,85,69.0,69,9,F major,2006,0.0
10865,Laura Branigan,The Lucky One | Laura Branigan,The Lucky One,249.866,0.873,0.628,C,-12.934,minor,0.0413,0.346,0.146,0.0309,0.4,122.016,4.0,92,81.0,20,15,C minor,1984,0.0
10866,Chris Young,The Man I Want To Be | Chris Young,The Man I Want To Be,207.213,0.489,0.498,G,-5.055,major,0.0259,0.635,1.91e-06,0.0915,0.248,141.883,4.0,96,87.0,48,20,G major,2010,0.0
10867,Tanya Tucker,The Man That Turned My Mama On | Tanya Tucker,The Man That Turned My Mama On,174.093,0.631,0.742,C,-7.243,major,0.108,0.627,0.0,0.0984,0.67,90.408,4.0,98,86.0,86,4,C major,1974,0.0
10868,The Script,The Man Who Can't Be Moved | The Script,The Man Who Can't Be Moved,241.466,0.609,0.629,A#,-5.024,major,0.0264,0.425,0.0,0.0978,0.325,99.955,4.0,95,91.0,86,6,A# major,2010,0.0
10869,Kate Bush,The Man With The Child In His Eyes | Kate Bush,The Man With The Child In His Eyes,158.693,0.249,0.261,C,-10.592,major,0.0334,0.962,0.00154,0.136,0.195,90.007,4.0,96,85.0,85,4,C major,1979,0.0
10870,Lorne Greene,The Man | Lorne Greene,The Man,187.053,0.653,0.545,F,-9.189,minor,0.115,0.689,3.91e-06,0.629,0.761,124.107,4.0,72,72.0,72,3,F minor,1965,0.0
10871,Brownsville Station,The Martian Boogie | Brownsville Station,The Martian Boogie,418.021,0.479,0.803,D,-9.37,major,0.228,0.201,1.39e-05,0.198,0.326,92.105,4.0,97,59.0,59,7,D major,1977,0.0
10872,Johnny Cash,The Matador | Johnny Cash,The Matador,164.106,0.291,0.548,A,-11.032,major,0.0418,0.525,0.00917,0.237,0.596,154.984,4.0,49,44.0,44,7,A major,1963,0.0
10873,Major Lance,The Matador | Major Lance,The Matador,147.533,0.735,0.535,F,-9.894,major,0.0427,0.498,0.0,0.279,0.901,127.574,4.0,40,20.0,20,8,F major,1964,0.0
10874,Wale Featuring Usher,The Matrimony | Wale Featuring Usher,The Matrimony,395.95,0.416,0.712,F,-6.671,minor,0.384,0.438,0.0,0.0642,0.581,78.015,4.0,98,88.0,70,19,F minor,2015,0.0
10875,Metallica,The Memory Remains | Metallica,The Memory Remains,279.24,0.432,0.904,A#,-3.697,minor,0.0432,0.000321,0.00982,0.206,0.6,144.401,4.0,97,93.0,28,19,A# minor,1998,0.0
10876,Mike Douglas,The Men In My Little Girl's Life | Mike Douglas,The Men In My Little Girl's Life,224.493,0.343,0.262,C,-16.204,major,0.0431,0.86,6.18e-05,0.559,0.257,91.134,5.0,31,17.0,6,9,C major,1966,0.0
10877,Bobby Freeman,The Mess Around | Bobby Freeman,The Mess Around,150.2,0.593,0.733,D,-12.244,major,0.0413,0.798,0.0,0.47,0.966,146.989,4.0,89,95.0,89,2,D major,1961,0.0
10878,Cymande,The Message | Cymande,The Message,257.76,0.781,0.695,D#,-9.911,major,0.052,0.202,0.448,0.121,0.921,87.371,4.0,61,48.0,48,10,D# major,1973,0.0
10879,Grandmaster Flash,The Message | Grandmaster Flash,The Message,431.8,0.947,0.607,A#,-10.58,minor,0.202,0.0249,4.76e-06,0.0861,0.732,100.619,4.0,94,85.0,62,7,A# minor,1982,0.0
10880,Dick Hyman & His Electric Eclectics,The Minotaur | Dick Hyman & His Electric Eclectics,The Minotaur,195.413,0.296,0.303,A,-21.385,major,0.0383,0.982,0.93,0.651,0.547,62.209,4.0,50,38.0,38,8,A major,1969,0.0
10881,The Four Lads,The Mocking Bird | The Four Lads,The Mocking Bird,140.226,0.595,0.343,F#,-16.553,major,0.039,0.719,0.0,0.0793,0.637,76.66,4.0,66,70.0,32,10,F# major,1959,0.0
10882,Kenny G,The Moment | Kenny G,The Moment,361.466,0.265,0.31,A#,-12.247,major,0.0359,0.64,0.00349,0.185,0.194,181.174,4.0,90,86.0,63,14,A# major,1997,0.0
10883,Major Lance,The Monkey Time | Major Lance,The Monkey Time,166.466,0.798,0.676,F,-8.707,major,0.0487,0.579,0.0,0.114,0.939,123.269,4.0,44,33.0,8,15,F major,1963,0.0
10884,Ronnie Dyson,The More You Do It (The More I Like It Done To Me) | Ronnie Dyson,The More You Do It (The More I Like It Done To Me),191.066,0.557,0.505,F#,-13.348,major,0.0629,0.0193,0.0,0.118,0.957,137.064,3.0,92,82.0,62,12,F# major,1976,0.0
10885,Morrissey,"The More You Ignore Me, The Closer I Get | Morrissey","The More You Ignore Me, The Closer I Get",223.693,0.41,0.663,F#,-9.006,major,0.0274,0.0042,0.00277,0.136,0.794,173.878,4.0,96,80.0,46,15,F# major,1994,0.0
10886,A Flock Of Seagulls,"The More You Live, The More You Love | A Flock Of Seagulls","The More You Live, The More You Love",249.106,0.612,0.845,B,-5.565,minor,0.0352,0.00224,0.00168,0.582,0.769,139.514,4.0,100,80.0,56,9,B minor,1984,0.0
10887,The Doors,The Mosquito | The Doors,The Mosquito,319.493,0.401,0.707,C,-12.741,minor,0.0733,0.00254,0.447,0.0818,0.823,147.712,4.0,85,86.0,85,4,C minor,1972,0.0
10888,Prince,The Most Beautiful Girl In The World | Prince,The Most Beautiful Girl In The World,270.345,0.437,0.287,F#,-10.018,major,0.0282,0.8,0.0,0.117,0.598,185.598,4.0,49,45.0,3,26,F# major,1994,0.0
10889,Charlie Rich,The Most Beautiful Girl | Charlie Rich,The Most Beautiful Girl,161.906,0.566,0.409,G,-10.379,major,0.0265,0.702,3.36e-06,0.101,0.458,103.233,4.0,45,29.0,1,22,G major,1974,1.0
10890,Della Reese,The Most Beautiful Words | Della Reese,The Most Beautiful Words,162.632,0.391,0.255,A#,-7.518,major,0.0286,0.927,2.73e-05,0.165,0.3,110.081,4.0,91,67.0,67,5,A# major,1961,0.0
10891,Keith Murray,The Most Beautifullest Thing In This World | Keith Murray,The Most Beautifullest Thing In This World,223.573,0.726,0.622,C,-10.322,major,0.335,0.0981,0.0,0.315,0.51,93.217,4.0,97,94.0,50,18,C major,1995,0.0
10892,Gene Loves Jezebel,The Motion Of Love | Gene Loves Jezebel,The Motion Of Love,233.4,0.565,0.73,B,-12.817,minor,0.04,0.0441,0.0,0.128,0.692,111.563,4.0,97,87.0,87,3,B minor,1988,0.0
10893,Rod Stewart,The Motown Song | Rod Stewart,The Motown Song,238.013,0.654,0.837,A,-6.121,major,0.0455,0.155,0.0,0.113,0.778,116.0,4.0,84,68.0,10,17,A major,1991,0.0
10894,The James Boys,The Mule | The James Boys,The Mule,136.44,0.8,0.591,G#,-10.586,major,0.0704,0.113,0.879,0.186,0.581,151.326,4.0,82,82.0,82,4,G# major,1968,0.0
10895,Jim Weatherly,The Need To Be | Jim Weatherly,The Need To Be,280.853,0.657,0.316,C,-15.726,major,0.0347,0.358,0.00049,0.131,0.176,135.073,4.0,96,63.0,11,16,C major,1974,0.0
10896,Melanie,The Nickel Song | Melanie,The Nickel Song,241.44,0.539,0.266,E,-11.316,major,0.135,0.912,1.45e-06,0.73,0.513,130.352,4.0,60,54.0,35,10,E major,1972,0.0
10897,Paper Lace,The Night Chicago Died | Paper Lace,The Night Chicago Died,203.333,0.767,0.45,C,-12.352,major,0.0824,0.347,0.0,0.113,0.809,106.847,4.0,58,41.0,1,17,C major,1974,1.0
10898,Billy Joel,The Night Is Still Young | Billy Joel,The Night Is Still Young,326.306,0.54,0.585,C,-9.955,major,0.0312,0.111,1.3e-05,0.0993,0.478,82.451,4.0,98,86.0,34,10,C major,1985,0.0
10899,Vicki Lawrence,The Night The Lights Went Out In Georgia | Vicki Lawrence,The Night The Lights Went Out In Georgia,220.52,0.457,0.406,F,-13.51,minor,0.168,0.852,0.0,0.138,0.613,173.012,4.0,41,26.0,1,20,F minor,1973,1.0
10900,Lord Huron,The Night We Met | Lord Huron,The Night We Met,208.211,0.441,0.379,D,-9.545,major,0.0449,0.968,0.262,0.639,0.105,174.118,3.0,91,86.0,84,4,D major,2017,0.0
10901,The Animals,The Night | The Animals,The Night,235.506,0.562,0.761,A,-10.881,minor,0.0452,0.0291,7.57e-06,0.243,0.625,142.223,4.0,100,57.0,48,10,A minor,1983,0.0
10902,Daryle Singletary,The Note | Daryle Singletary,The Note,202.733,0.338,0.551,A#,-5.287,major,0.0297,0.327,0.0,0.152,0.382,168.54,4.0,99,99.0,90,6,A# major,1998,0.0
10903,Morris Day,The Oak Tree | Morris Day,The Oak Tree,442.466,0.772,0.752,A,-11.411,minor,0.178,0.128,0.000684,0.324,0.672,118.204,4.0,99,80.0,65,12,A minor,1985,0.0
10904,Paul Simon,The Obvious Child | Paul Simon,The Obvious Child,250.226,0.523,0.717,G#,-11.611,major,0.0483,0.576,0.00177,0.028,0.969,92.593,4.0,98,92.0,92,5,G# major,1991,0.0
10905,Barenaked Ladies,The Old Apartment | Barenaked Ladies,The Old Apartment,209.96,0.467,0.664,A#,-10.189,major,0.0479,0.0448,0.0,0.365,0.642,159.858,4.0,97,93.0,88,6,A# major,1997,0.0
10906,The Browns Featuring Jim Edward Brown,The Old Lamplighter | The Browns Featuring Jim Edward Brown,The Old Lamplighter,141.12,0.604,0.105,D,-16.78,major,0.0357,0.977,0.0,0.0993,0.553,92.238,4.0,54,40.0,5,15,D major,1960,0.0
